id,description
57,"Insulator pants - Steelhead, salmon, trout...they aren't called ""coldwater"" fisheries for nothing. But the answer for chilly wading and cool weather is simple: Insulator Pants. Our latest version is made with moisture-wicking, low-bulk polyester Regulator R1 fleece and tapered Capilene 4 cuffs for a smooth, secure transition at the ankles. Insulators fit like your favorite pair of sweatpants, layer easily and provide an almost guilt-inducing level of coziness between waders and baselayer. An elasticized, brushed tricot-lined waist with drawcord, zippered fly, two front, tricot-lined pockets with security snaps and a horizontal zippered hip pocket complete the package for maximum comfort and convenience. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Moisture-wicking, low-bulk polyester Regulator R1 fleece""</li> <li>""Elasticized, brushed tricot-lined constructed waist with drawcord and fly""</li> <li>""Two tricot-lined pockets in front with security snaps, tricot-lined hip pocket with horizontal zipper""</li> <li>""Tapered Capilene 4 polyester cuffs for a low bulk, secure fit at the ankles""</li></ul><br><br><b>Fabric: </b>""R1: Polartec Power Dry 6.5-oz 93% polyester (60% recycled)/7% spandex single-sided fleece. Cuffs: Polartec Power Dry 5.3-oz 93% polyester (50% recycled)/7% spandex, with Gladiodor natural odor control for the garment. Recyclable through the Common Threads Recycling Program""<br><br><b>Weight: </b>(357 g 12.4 oz)<br><br>Made in Colombia."
58,'73 logo t-shirt - Soft-wearing ringspun organic cotton; Screen-print inks are PVC- and phthalate-free<br><br><b>Details:</b><ul> <li>Ribbing at neck stretches for easy on/off</li> <li>Screen-printed size label on back of neck won't chafe tender skin</li></ul><br><br><b>Fabric: </b>4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(103 g 3.6 oz)<br><br>Made in USA.
59,"Borderless gi shorts - These shorts have a mud-, sand- and grass-resistant blend of tough 4-oz 95% nylon (60% recycled)/5% spandex for the wide panorama of kid endeavors, and feature built-in 40-UPF sun protection and a DWR (durable water repellent) finish. An elasticized waist with a fixed micro-adjustable stretch belt and a low-profile snap-lock buckle provides a comfortable fit. With a roomy gusseted crotch, deep quarter pockets in front and a hook-and-loop-closure cargo pocket. Inseam is 10"". Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Tough, lightweight stretch recycled nylon""</li> <li>Elasticized waist with built-in adjustable stretch belt with low-profile buckle for comfort</li> <li>Deep quarter pockets in front; hook-and-loop secured cargo pocket</li> <li>""Gusseted crotch; just-below-the-knee length; 10"""" inseam""</li> <li>""10"""" inseam""</li></ul><br><br><b>Fabric: </b>4-oz 95% nylon (60% recycled)/5% spandex with a DWR (durable water repellent) finish and 40 UPF. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(175 g 6.1 oz)<br><br>Made in Vietnam."
60,"Cap 1 graphic tee - Kids live at full throttle. Allow their boundless energy to flourish with the short-sleeved Capilene 1 Graphic Tee, which keeps them dry by wicking away moisture and cool with a silky 3.7-oz 100% all-recycled polyester fabric. A built-in 15-UPF sun protection protects their skin, while Gladiodor natural odor control keeps them huggable. Raglan sleeves allow shoulders to move naturally; the ribbed collar feels smooth against skin. Three fun graphics reside on the front. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""This lightweight, silky and fast-wicking Capilene 1 tee is our coolest wearing baselayer, with Gladiodor natural odor control""</li> <li>Built-in 15-UPF sun protection</li> <li>Ribbed collar for on/off easily</li> <li>Raglan sleeves without underarm panels</li> <li>Fun graphics</li></ul><br><br><b>Fabric: </b>3.7-oz 100% all-recycled polyester with Gladiodor natural odor control and 15-UPF sun protection. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(95 g 3.3 oz)<br><br>Made in USA."
61,"Cap 3 bottoms - Like birds and clouds, kids stay on the move. Their abandon doesn't need purpose, just a little warmth when the sun sets or a quick dry when the water sprays. Worn alone or under layers, Capilene 3 Bottoms are a versatile, fast-wicking complement to kid motion, made from soft 4.8-oz 100% polyester (64% recycled) with Gladiodor natural odor control. They have a smooth, brushed interior, nonchafing flat seams, a roomy gusseted crotch and an elasticized waistband. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Insulative and breathable, Capilene 3 is our fastest wicking baselayer, with Gladiodor natural odor control""</li> <li>Fabric inside brushed for softness</li> <li>""Hidden elasticized waistband, roomy gusseted crotch""</li> <li>Self-fabric cuffs</li> <li>Non-chafing flat seams throughout</li></ul><br><br><b>Fabric: </b>4.8-oz 100% polyester (64% recycled) with Gladiodor natural odor control. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(86 g 3 oz)<br><br>Made in USA."
62,"El cap jkt - Resistant to hard play but irresistible against the skin, our El Cap Jacket is lightweight, quick-drying and way cozy. The 5.7-oz 100% polyester (78% recycled) double-faced fleece is brushed inside and provides moisture-wicking performance. The full-zip design has handwarmer pockets, raglan sleeves for mobility, spandex binding at the arms and waist for a secure fit and a reflective patch for high visibility between the shoulders. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Great versatile spring/summer full-zip jacket</li> <li>Contrast raglan sleeves</li> <li>Two handwarmers</li> <li>""Contrast spandex binding around zipper, sleeve cuffs and hem for a clean look""</li> <li>Reflective on center back</li></ul><br><br><b>Fabric: </b>5.7-oz 100% polyester (78% recycled) double-faced brushed fleece with moisture-wicking performance. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(271 g 9.4 oz)<br><br>Made in Colombia."
63,Flying fish t-shirt - Soft-wearing ringspun organic cotton; Screen-print inks are PVC- and phthalate-free<br><br><b>Details:</b><ul> <li>Ribbing at neck stretches for easy on/off</li> <li>Screen-printed size label on back of neck won't chafe tender skin</li></ul><br><br><b>Fabric: </b>4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(103 g 3.6 oz)<br><br>Made in USA.
64,Gpiw classic t-shirt - Soft-wearing ringspun organic cotton; Screen-print inks are PVC- and phthalate-free<br><br><b>Details:</b><ul> <li>Ribbing at neck stretches for easy on/off</li> <li>Screen-printed size label on back of neck won't chafe tender skin</li></ul><br><br><b>Fabric: </b>4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(103 g 3.6 oz)<br><br>Made in USA.
65,Live simply guitar t-shirt - Soft-wearing ringspun organic cotton; Screen-print inks are PVC- and phthalate-free<br><br><b>Details:</b><ul> <li>Ribbing at neck stretches for easy on/off</li> <li>Screen-printed size label on back of neck won't chafe tender skin</li></ul><br><br><b>Fabric: </b>4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(103 g 3.6 oz)<br><br>Made in USA.
66,"Synch marsupial - The roomy kangaroo-style front pocket on the Kids' Synchilla Marsupial lets them take their rock, leaf and feather collection wherever they go. Made of ultra-soft 7.6-oz 100% polyester (85% recycled) double-faced fleece; it features a reflective collar stand for high visibility, a deep front zip, shape-holding elasticized cuffs and waist and a hand-me-down ID label inside. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Made from soft, recycled double-faced fleece""</li> <li>Deep zip and kangaroo pocket</li> <li>Elastic cuffs and tummy-friendly elastic at waist</li> <li>Hand-me-down ID label inside</li></ul><br><br><b>Fabric: </b>7.6-oz 100% polyester (85% recycled) double-faced fleece. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(302 g 10.5 oz)<br><br>Made in Mexico."
67,"Torrentshell jkt - When the barometric pressure gets low, our Torrentshell Jacket keeps spirits high - and dry. Its 2.5-layer, 2.6-oz 50-denier 100% nylon ripstop fabric is tough and compressible, and has a waterproof/breathable H2No barrier and a Deluge DWR (durable water repellent) finish to resist wet weather. A polymer matrix pattern on the inside slides easily over layers and channels moisture away from skin. Additional weatherproofing features include fully sealed seams; a hood with a built-in foam visor and elasticized sides that fits over caps and beanies; a full-front zip with a hook-and-loop-closure storm flap; a chin guard; micro-adjusting elasticized cuffs and an internal drawcord at the hem to secure the fit. With zippered side handwarmer pockets and one inside drop-in pocket.<br><br><b>Details:</b><ul> <li>""Fully seam sealed; polymer matrix pattern on inside slides easily over layers, channels moisture away from skin and protects the waterproof/breathable H2No barrier""</li> <li>""Full front-zip with hook-and-loop closure storm flap, chin guard; zippered side pockets, one inside drop-in pocket""</li> <li>Internal drawcord at hem to secure fit; raglan sleeves eliminate shoulder seams and relax the fit</li> <li>Micro-adjustment elasticized cuff with hook-and-loop closure to seal out the elements</li> <li>Hood has elasticized sides to improve peripheral vision</li> <li>Built-in foam insert visor sheds rain and cuts glare</li> <li>Reflective zipper pulls on handwarmer pockets; reflective piping across back yoke</li></ul><br><br><b>Fabric: </b>""2.5-layer, 2.6-oz 50-denier nylon ripstop with a waterproof/breathable H2No barrier and a Deluge DWR (durable water repellent) finish.""<br><br><b>Weight: </b>(265 g 9.2 oz)<br><br>Made in China."
68,"La surfer maria t-shirt - Pray for surf wearing the La Surfer Maria T-Shirt. Inspired by the Virgin of Guadalupe, artist Geoff McFetridge's interpretation of a surf goddess is printed on 100% organic cotton fabric. PVC- and phthalate-free inks are gentler on the environment. Ringspun yarns and taped shoulder seams add softness. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Ringspun yarns for a softer hand</li> <li>Taped shoulder seams</li> <li>Screen-print inks are PVC- and phthalate-free</li></ul><br><br><b>Fabric: </b>4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(150 g 5.2 oz)<br><br>Made in USA."
69,"Lead an examined life poster - Guanacos standing sentry in Patagonia, Chile. For 30 years we've paid tribute to human adventures both near and far with a collection of photographs that speak to the passion, joy and beauty of lives spent outside. These photos have appeared exclusively on our Web site, in our catalog and on the walls of our retail stores and specialty outdoor clothiers around the world. And now we are excited to make select photos available to you as posters. We hope they brighten up your space and inspire you to get outside.<br><br><b>Details:</b><ul> <li>""Dimensions: 36"""" x 24""""""</li> <li>Photo by Terri Laine</li></ul><br><br><b>Fabric: </b>Printed with soy inks on recycled paper that contains 50% post-consumer waste<br><br>Printed in USA."
70,"Light and variable surf trunks - Our lightest, leanest surf trunks are built for minimal underwater drag when diving and bodysurfing, and they pack down into their own tiny stuff pouch. Made from hardy but ultralightweight 3.5-oz 50-denier 100% polyester ripstop, the Light and Variables feature a flat-lying, 2-button gusseted fly and a stealth hip zip pocket. Inseam (size 32) is 8.5""; outseam, 19"". Stuff pouch included. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Flat-lying, hidden 2-button fly with tie-closure""</li> <li>Stealth zippered hip pocket secures essentials</li> <li>Rear zippered pocket</li> <li>Includes mesh travel/stuff bag with shock-cord and toggle closure</li> <li>Hem hits just above the knee</li> <li>""Inseam is 8 1/2""""; outseam 19""""""</li></ul><br><br><b>Fabric: </b>3.5-oz 50-denier 100% polyester ripstop. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(129 g 4.5 oz)<br><br>Made in Vietnam."
71,"Live simply bug t-shirt - In nature, live organisms are eventually reduced to bug food. Artist Geoff McFetridge's original work reduces it to the basics with the Live Simply Bug T-Shirt. 100% organic cotton fabric is ringspun for a soft hand. Taped shoulder seams are chafe-free under a pack. PVC- and phthalate-free inks reduce environmental impact. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Ringspun yarns for a softer hand</li> <li>Taped shoulder seams</li> <li>Screen-print inks are PVC- and phthalate-free</li></ul><br><br><b>Fabric: </b>4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(150 g 5.2 oz)<br><br>Made in USA."
72,"Live simply deer t-shirt - Adaptability is simply a matter of survival for the deer, who's at home in just about any habitat. The Live Simply Deer T-Shirt features original artwork by Geoff McFetridge, and is printed on 100% organic cotton with inks that are PVC- and phthalate-free. Ringspun fabric yarns and taped shoulder seams are soft next-to-skin. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Ringspun yarns for a softer hand</li> <li>Taped shoulder seams</li> <li>Screen-print inks are PVC- and phthalate-free</li></ul><br><br><b>Fabric: </b>4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(150 g 5.2 oz)<br><br>Made in USA."
73,"Live simply guitar t-shirt - Live life unplugged. The tee is made from soft, ringspun 100% organic cotton fabric with artwork by Geoff McFetridge. Taped shoulder seams and double stitched sleeves and hem provide durability; coverstitching at sleeve and neck add a clean finish. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Ringspun yarns for a softer hand</li> <li>Taped shoulder seams</li> <li>Screen-print inks are PVC- and phthalate-free</li></ul><br><br><b>Fabric: </b>4.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(150 g 5.2 oz)<br><br>Made in USA."
74,"Logo hat - Your unflappable road-tripping companion - this 100% organic cotton hat disguises bed head, cuts glare when you're checking surf, and pulls chinward for an afternoon siesta. The go-anywhere design has a precurved brim, a rear elastic strap with nylon webbing for adjustability and a moisture-wicking headband for comfort. The low profile ensures a reliable bond during rogue gusts.<br><br><b>Details:</b><ul> <li>""Comfortable, 100% organic cotton fabric holds its shape""</li> <li>Shapeable brim shades face and reduces glare</li> <li>Rear webbing strap with adjustable buckle</li> <li>Moisture-wicking headband</li></ul><br><br><b>Fabric: </b>5.2-oz 100% organic cotton canvas<br><br><b>Weight: </b>(77 g 2.7 oz)<br><br>Made in China."
75,L/s hooded rashguard - The 30-UPF fabric of our Long-Sleeved Rashguard keeps the sun from sizzling your skin. Made from a durable and protective blend of 84% all-recycled polyester/16% spandex. With seamless underarm gussets and chafe-free construction. The drawstring loop at front secures to board shorts.<br><br><b>Details:</b><ul> <li>All-recycled polyester rashguard has 30-UPF sun protection</li> <li>Sun-blocking 3-panel hood with built-in neoprene visor snugs with locking drawcord</li> <li>Rear zip-pocket stores surf/paddle essentials</li> <li>Seamless underarm gussets and flat-seam construction avoids chafe</li> <li>Self-loop at front hem secures to board shorts</li></ul><br><br><b>Fabric: </b>5.8-oz 84% all-recycled polyester/16% spandex<br><br><b>Weight: </b>(239 g 8.3 oz)<br><br>Made in USA.
76,"L/s island hopper shirt - Serene in the face of serious heat and always up for a cleansing dunk in the hotel sink, an Island Hopper is traveler's manna. Its ultralight blend of moisture-wicking 65% all-recycled polyester and 35% organic cotton ventilates well; the light colors reflect the sun; and the oversized drop-in chest pockets (sized for a fly box, passport or both) have mesh vents to take in whatever breeze comes your way; with 2-button adjustable cuff, a straight hem and side vents. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Superlight, quick-drying all-recycled polyester and organic cotton plain weave""</li> <li>Easy access to drop-in passport-sized chest pockets through front mesh vents (for maximizing airflow)</li> <li>Coconut buttons</li> <li>2-button adjustable cuff</li> <li>Straight hem with side vents</li></ul><br><br><b>Fabric: </b>2.9-oz 65% all-recycled polyester/35% organic cotton plain weave. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(242 g 8.4 oz)<br><br>Made in Thailand."
77,L/s rashguard - The 30-UPF fabric of our Long-Sleeved Rashguard keeps the sun from sizzling your skin. Made from a durable and protective blend of 84% all-recycled polyester/16% spandex. With seamless underarm gussets and chafe-free construction. The drawstring loop at front secures to board shorts.<br><br><b>Details:</b><ul> <li>Recycled polyester (100%) rashguard has 30-UPF sun protection </li> <li>Mock turtleneck protects neck from sun and rolls over to shield from wetsuit zipper</li> <li>Seamless underarm gussets and flat-seam construction avoids chafe</li> <li>Self-loop at front hem secures to board shorts</li> <li>Flying-fish graphic (only on fog)</li></ul><br><br><b>Fabric: </b>5.8-oz 84% all-recycled polyester/16% spandex<br><br><b>Weight: </b>(187 g 6.5 oz)<br><br>Made in USA.
78,"L/s steersman shirt - This ain't no city shirt, unless you're in Manila. The Steersman is de-twanged ranch hand in a superlight, 100% organic cotton fabric with a crepelike crinkle that lifts away from the skin to promote cooling. Details include two chest pockets with button-flap closures, 2-button cuffs and a slight drop-tail waist. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Organic cotton fabric's crepe-like crinkle lifts fabric away from skin</li> <li>Two chest pockets with button-flap closures</li> <li>Double-needle reinforced seams; two button cuff</li> <li>Slight droptail waist</li></ul><br><br><b>Fabric: </b>3.4-oz organic cotton yarn dye. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(213 g 7.4 oz)<br><br>Made in Thailand."
79,"Lw endurance ankle socks - Fast-forward pursuits, like riding the White Rim in a day, have miles of inspiration followed by moments of doubt. At least your feet will stay consistently cool with the airy performance of these endurance socks. Made from several fibers that are constructed to feel weightless, they merge 40% merino wool (chlorine-free) for comfort and cushion, 25% Coolmax/20% nylon/12% polyester for durability and moisture-management and 3% spandex for stretch and recovery. The full merino-wool channel-knit under the foot creates superior cushioning for heel and toes, as well as airflow for the arch. The looped Lintoe ensures chafe-free toe comfort. Height is 3"".<br><br><b>Details:</b><ul> <li>""Lightweight, wool blend strategically knit for excellent breathability and wicking""</li> <li>""Full, channel-knit construction under the entire foot provides the most cushioning with the least bulk""</li> <li>Looped Lintoe construction creates the smallest and flattest seam possible for ultimate toe comfort</li> <li>Flex zones at toe for comfort and to prevent bunching</li></ul><br><br><b>Fabric: </b>40% chlorine-free merino wool/25% Coolmax/20% nylon/12% polyester/3% spandex<br><br><b>Weight: </b>(28 g 1 oz)<br><br>Made in USA."
80,"Lw endurance quarter socks - Scraped, taped or inflamed  our ankles suffer in rough country. These endurance socks are made for miles of abusive terrain, with an over-the-ankle fit to frustrate brush and briar. Thin and lightweight, they feature a felted merino wool channel-knit construction for maximum cushioning with the least bulk. An open knit over the top of the foot increases breathability; the looped Lintoe provides chafe-free toe comfort. Made from 40% merino wool (chlorine-free)/25% Coolmax/20% nylon/12% polyester/3% spandex. Height is 6.5"".<br><br><b>Details:</b><ul> <li>Lightweight wool blend strategically knit for excellent breathability and wicking</li> <li>""Full, channel-knit construction under the entire foot provides the most cushioning with the least bulk""</li> <li>Looped Lintoe construction creates the smallest and flattest seam possible for ultimate toe comfort</li> <li>Flex zones at toe for comfort and to prevent bunching</li></ul><br><br><b>Fabric: </b>40% chlorine-free merino wool/25% Coolmax/20% nylon/12% polyester/3% spandex<br><br><b>Weight: </b>(34 g 1.2 oz)<br><br>Made in USA."
81,"Lw hiking crew socks - Like suites for your feet, these stay-cool and breathable, multi-use socks feature a variable-knit, felted merino wool construction under the foot to disperse heat and cushion hard knocks. The welt is snug to reduce slipping; an arch band adds support. A combo of fibers improves moisture control and airflow: 62% chlorine-free merino wool/23% nylon/12% polyester/3% spandex. Height is 9.5"".<br><br><b>Details:</b><ul> <li>""Wool blend strategically knit to balance wicking performance, cushioning and durability""</li> <li>""Lightweight, looped construction on footbed and front shin for next-to-skin comfort and shin protection""</li> <li>""Felted wool yarns are chlorine-free, itch-free and offer long-term stability and performance""</li> <li>Looped Lintoe construction creates the smallest and flattest seam possible for ultimate toe comfort</li></ul><br><br><b>Fabric: </b>62% chlorine-free merino wool/23% nylon/12% polyester/3% spandex<br><br><b>Weight: </b>(51 g 1.8 oz)<br><br>Made in USA."
82,"Lw r4 jkt - High off the deck on Warbonnet Peak in the immaculate Wind River Mountains, the naming of the range quickly makes sense. Our windproof and stretchy Lightweight R4 Jacket protects and warms with a Polartec Windbloc laminate sandwiched between a low-nap polyester microfleece face and a high/low grid polyester interior. Unlaminated R1 underarm panels (60% recycled polyester) enhance breathability and mobility, while a neck gasket seals out the elements. Seamless shoulders allow pack-wearing comfort. With three external pockets (the handwarmers stay clear of your harness), two internal drop-in pockets and a drawcord hem. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Lightweight, durable low-nap microfleece face""</li> <li>Full-stretch Polartec Windbloc laminate</li> <li>R1 interior-grid construction speeds wicking</li> <li>Nonlaminated R1 fabric (made with recycled polyester) under the arms enhances mobility and breathability</li> <li>""Drawcord collar with Supplex stand, protective chin flap for comfort, seamless shoulders for comfort under a pack""</li> <li>Pockets: zippered chest and zippered handwarmers placed above harness-line; two internal drop-in</li> <li>Drawcord waist</li></ul><br><br><b>Fabric: </b>Lightweight R4 shell: 8-oz Polartec Windbloc 100% polyester microfleece laminated to R1 Polartec Power Dry polyester. R1 panels: 6.5-oz Polartec Power Dry 93% polyester (60% recycled)/7% spandex. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>510 g (18 oz)<br><br>Made in Colombia."
83,"Lw travel duffel - This wanderer's bag is large enough to hold the contents of your life without getting in the way. A large zippered entry to the roomy main compartment makes it easy to toss in a few essentials or stuff it to the max. An exterior side zipper pocket organizes small items; the top pocket holds music in backpack mode or wallet, phone, etc. in duffel mode. Tuckaway backpack straps and fully padded back and bottom panels provide comfort and durability however you use it. Compression straps and a cinch collar secure pretty much anything you want to attach to the outside, and the duffel stows away in its own pocket. Made from strong, extremely lightweight 50-denier triple-ripstop nylon with a polyurethane coating and a DWR (durable water repellent) finish. Reinforced with 150-denier polyester (47% recycled) double-weave ShiftLayer. ,A`~}<br><br><b>Details:</b><ul> <li>Large center-zip main compartment</li> <li>Exterior side zipper pocket organizes small essentials</li> <li>""Top pocket holds music in backpack mode or wallet, phone, etc. in duffel mode""</li> <li>Tuck-away backpack straps</li> <li>Back and bottom padded for comfort and durability</li> <li>""Compression straps and cinch collar hold helmet, shoes, yoga mat, etc.""</li></ul><br><br><b>Fabric: </b>50-denier 100% nylon triple ripstop with polyurethane coating and a DWR (durable water repellent) finish. Reinforcements: 150-denier 100% polyester (47% recycled) double-weave ShiftLayer<br><br><b>Weight: </b>(0 g 0 oz)<br><br>Made in Philippines."
84,"Lw travel pack - In the lifelong search for a place to call home, we all do time on the road. This super-lightweight travel backpack holds everything you need for road trips, hikes or perusing the market, and it stuffs into its own pocket. The main compartment uses a simple drawstring closure to keep gear safe and packed tight. There's also a zippered lid pocket for quick access to smaller items. Exterior mesh pockets hold bottles, shell, gloves, etc. Breathable shoulder straps and a webbing waistbelt distribute the load and keep you comfortable. The lightweight foam back pad can be removed for use as a sitting pad. Made from strong, extremely lightweight 50-denier triple-ripstop nylon with a polyurethane coating and a DWR (durable water repellent) finish. Reinforced with 150-denier polyester (47% recycled) double-weave ShiftLayer.<br><br><b>Details:</b><ul> <li>Main pocket with cinch drawcord to keep gear safe and secured</li> <li>Lid pocket organizes your smaller items for easy access</li> <li>""Exterior mesh pockets hold bottles, shell, etc""</li> <li>Breathable shoulder straps and webbing waistbelt</li> <li>Back pad can be removed for use as a sit pad</li></ul><br><br><b>Fabric: </b>50-denier 100% nylon triple ripstop with polyurethane coating and a DWR (durable water repellent) finish. Reinforcements: 150-denier 100% polyester (47% recycled) double-weave ShiftLayer<br><br><b>Weight: </b>(372 g 12.9 oz)<br><br>Made in Philippines."
85,"M10 jkt - Made for those who thrive on thin and technical climbs in full alpine conditions, the new M10 is a study in minimalism - and our lightest 3-layer hard shell. The soft, pliable waterproof/breathable nylon ripstop fabric yields superb durability for its weight and protects against monsoon-season precip and summit ridge gusts. Details include watertight zippers, a microfleece-lined neck and chin, an exterior zippered left-chest pocket, zippered handwarmer pockets that serve double-duty by extending into pit zips, and cuffs that adjust with hook-and-loop closures. A single pull adjusts the 3-way helmet-compatible hood (with laminated visor) - it's the little things that make life a joy when dealing with wooden fingers, a gloved hand and torrential spindrift. Slim fit for technical use over light-to-medium layers.<br><br><b>Details:</b><ul> <li>3-layer fabric with waterproof/breathable H2No barrier and Deluge DWR (durable water repellent) finish</li> <li>""Single-pull, 3-way-adjustable helmet-compatible hood with laminated visor""</li> <li>Microfleece-lined neck and chin for comfort and enhanced protection of barrier</li> <li>Watertight zippers for wet-weather performance; zippers on handwarmer pockets extend to pit zips for ventilation</li> <li>Exterior left-chest zippered pocket</li> <li>Self-fabric hook-and-loop cuff closures</li> <li>Drawcord hem</li></ul><br><br><b>Fabric: </b>""3-layer, 2.2-oz 15-denier 100% nylon ripstop with a waterproof/breathable H2No barrier and a Deluge DWR finish""<br><br><b>Weight: </b>306 g (10.8 oz)<br><br>Made in Vietnam."
86,"M10 pants - Volatile climates don't rule out big adventures, they just call for ingenious techniques - like the time-honored alpine sprint. And, just in case, some bombproof protection: our newest and lightest 3-layer hard shell. The M10's soft, pliable waterproof/breathable nylon ripstop fabric yields superb durability for its weight and protects against monsoon-season precip and summit ridge gusts. The technical pull-on pant has an elasticized, separating waistband with a watertight 2-way zippered fly for hassle-free, harness-wearing functionality; ankle cuffs with shock-cord adjustments, interior webbing tie-down loops and watertight 2-way zippers that extend to the articulated knees; and watertight zippers that close the pockets (right back hip and thigh).<br><br><b>Details:</b><ul> <li>3-layer fabric with a waterproof/breathable H2No barrier and Deluge DWR (durable water repellent) finish</li> <li>""Elasticized, separating waistband with 2-way watertight zippered fly""</li> <li>Pockets: right thigh and back - both with watertight zippers</li> <li>Articulated knees</li> <li>Shock cord adjustable ankle cuffs with 2-way watertight zipper to the knees</li> <li>Hem cuff features interior webbing tie-down loops</li></ul><br><br><b>Fabric: </b>""3-layer, 2.2-oz 15-denier 100% nylon ripstop with a waterproof/breathable H2No barrier and a Deluge DWR finish""<br><br><b>Weight: </b>(245 g 8.5 oz)<br><br>Made in Vietnam."
87,"Merino 1 crew - In a day packed with decisions, this one's easy. Worn alone, this versatile long-sleeved crew feels cool and dry against the skin; worn beneath layers in colder locales, it feels soft and warm. Our lightest merino layer, Merino 1 offers great technical performance: naturally resisting odor, moving moisture away from the skin and improving dry times, regulating body temperature, and maintaining a consistent stretch. It's made from a silky-soft yet durable jersey-knit of 63% merino wool wrapped around an all-recycled polyester (37%) core. Wide cuff bands hold sleeves in place, and offset shoulder seams pair nicely with pack straps. We slow-wash our merino for next-to-skin softness. Machine-wash cold; lay flat to dry. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Slow-washed merino wool resists odor naturally, insulates even when wet, is durable, stretches and provides superior performance and softness; 16.5 micron-gauge yarn and jersey-knit construction for luxurious hand""</li> <li>""All- recycled polyester core wicks moisture, while wool next to skin controls odor""</li> <li>Self-fabric collar band</li> <li>Offset shoulder seams for comfort beneath pack straps</li> <li>Wide cuff bands help keep sleeves in place when pulled up</li> <li>Straight hem</li> <li>""Machine-wash cold, lay flat to dry""</li></ul><br><br><b>Fabric: </b>3.2-oz (108-g) 63% 16.5 micron chlorine-free merino wool/37% all-recycled polyester. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>138 g (4.9 oz)<br><br>Made in USA."
88,"Merino 1 t-shirt - The bus ride out of Tlachichuca packs in more bodies than miles. Escape unruffled with the breathable, moisture-wicking qualities of this soft tee. Our lightest merino layer is a silky-soft yet highly durable jersey-knit made with 63% merino wool spun around an all-recycled polyester (37%) core. Super-comfortable on its own in warm temperatures or beneath layers in cooler ones, it offers great technical performance: naturally resisting odor, moving moisture away from the skin and improving dry times, regulating body temperature, and stretching along with you. Offset shoulder seams and a smooth collar band add reassuring comfort for the road-weary. We slow-wash our merino for next-to-skin softness. Machine-wash cold; lay flat to dry. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Slow-washed merino wool resists odor naturally, insulates even when wet, is durable, stretches and provides superior performance and softness""</li> <li>16.5 micron-gauge yarn and jersey-knit construction for luxurious hand</li> <li>""All-recycled polyester core wicks moisture, while wool next to skin controls odor""</li> <li>Self-fabric collar band</li> <li>Offset shoulder seams for comfort beneath pack straps</li> <li>Straight hem</li> <li>""Machine-wash cold, lay flat to dry""</li></ul><br><br><b>Fabric: </b>3.2-oz (108-g) 63% 16.5 micron chlorine-free merino wool/37% all-recycled polyester. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(95 g 3.3 oz)<br><br>Made in USA."
